[5/31/23, 17:42:05] Хабиб Вентиляция : ‎Сообщения и звонки защищены сквозным шифрованием. Прочитать, прослушать или переслать их могут только участники этого чата.
[5/31/23, 17:42:05] Хабиб Вентиляция : ‎‎‎Хабиб Вентиляция  использует автоматический таймер для исчезающих сообщений в новых чатах. ‎Новые несохраненные сообщения исчезнут из этого чата через ‎24 часа после отправки. ‎Нажмите, чтобы установить свой автоматический таймер.
[6/9/23, 14:12:06] Хабиб Вентиляция : ‎‎Хабиб Вентиляция  отключил(-а) исчезающие сообщения. ‎Нажмите, чтобы изменить.
[6/9/23, 14:13:53] investklimat: Валейкум Ассалам
‎[10/15/25, 14:34:11] Хабиб Вентиляция : ‎<прикреплено: 00011334-AUDIO-2025-10-15-14-34-11.opus>
[10/15/25, 14:58:56] Хабиб Вентиляция : Скинул деньги
[10/15/25, 14:59:01] Хабиб Вентиляция : Баркала
[10/15/25, 14:59:29] investklimat: Отлично
‎[10/15/25, 16:08:50] Хабиб Вентиляция : С дома принёс заканчивается ‎<прикреплено: 00011338-PHOTO-2025-10-15-16-08-50.jpg>
[10/15/25, 17:25:32] Хабиб Вентиляция : Тут кафель будут ставить
[10/15/25, 17:25:44] Хабиб Вентиляция : Если леса соберём доступ не будет
‎[10/15/25, 17:44:24] investklimat: ‎<прикреплено: 00011343-AUDIO-2025-10-15-17-44-24.opus>
‎[10/15/25, 17:45:35] investklimat: ‎<прикреплено: 00011344-AUDIO-2025-10-15-17-45-35.opus>
‎[10/15/25, 17:47:25] Хабиб Вентиляция : ‎<прикреплено: 00011345-AUDIO-2025-10-15-17-47-25.opus>
‎[10/15/25, 18:57:23] investklimat: ‎<прикреплено: 00011346-AUDIO-2025-10-15-18-57-23.opus>
[10/15/25, 18:59:38] investklimat: В состав монтажных работ по нормативу входит:
Расценка на монтаж является комплексной и включает следующие операции:
1.	Подготовка: Проверка комплектности, разметка трасс, раскладка элементов.
2.	Сборка узлов: Соединение прямых участков воздуховодов и фасонных частей (отводов, тройников, переходников).
3.	Установка креплений: Монтаж подвесок, опор, шпилек и других конструкций для фиксации воздуховодов.
4.	Крепление воздуховодов: Подъем, выверка по проектному положению и закрепление на установленные конструкции.
5.	Уплотнение стыков: Герметизация фланцевых или бесфланцевых соединений для обеспечения плотности системы.
6.	Установка гибких вставок (если предусмотрено проектом).

В состав демонтажных работ по нормативу входит:
1.	Отсоединение креплений (хомуты, шпильки, траверсы и т.д.).
2.	Снятие воздуховодов и разборка их на отдельные части.
‎[10/15/25, 19:10:45] Хабиб Вентиляция : ‎<прикреплено: 00011348-AUDIO-2025-10-15-19-10-45.opus>
‎[10/15/25, 19:13:08] investklimat: ‎<прикреплено: 00011349-AUDIO-2025-10-15-19-13-08.opus>
‎[10/15/25, 19:15:38] investklimat: ‎<прикреплено: 00011350-AUDIO-2025-10-15-19-15-38.opus>
[10/15/25, 19:32:26] Хабиб Вентиляция : Это я понял брат
[10/15/25, 19:32:44] Хабиб Вентиляция : Вопрос времени
[10/15/25, 19:33:04] Хабиб Вентиляция : За это время я же мог другую работу сделать
‎[10/15/25, 19:38:08] investklimat: ‎<прикреплено: 00011354-AUDIO-2025-10-15-19-38-08.opus>
[10/15/25, 19:41:01] Хабиб Вентиляция : Сам смотри брат как шитаешь нужным
[10/15/25, 19:41:42] Хабиб Вентиляция : Сам по считай что бы не понимание не было
‎[10/15/25, 19:41:58] investklimat: ‎<прикреплено: 00011357-AUDIO-2025-10-15-19-41-57.opus>
‎[10/15/25, 20:43:57] Хабиб Вентиляция : ‎<прикреплено: 00011358-AUDIO-2025-10-15-20-43-57.opus>
‎[10/15/25, 20:54:45] investklimat: ‎<прикреплено: 00011359-AUDIO-2025-10-15-20-54-45.opus>
‎[10/15/25, 21:04:32] Хабиб Вентиляция : ‎<прикреплено: 00011360-AUDIO-2025-10-15-21-04-32.opus>
‎[10/15/25, 21:12:04] investklimat: ‎<прикреплено: 00011361-AUDIO-2025-10-15-21-12-03.opus>
‎[10/15/25, 21:13:18] investklimat: ‎<прикреплено: 00011362-AUDIO-2025-10-15-21-13-18.opus>
‎[10/16/25, 09:28:36] investklimat: Братья на заборе ничего не вешаем, есть мешки для мусора в них складывайте ‎изображение отсутствует
‎[10/16/25, 09:29:19] investklimat: ‎<прикреплено: 00011364-AUDIO-2025-10-16-09-29-19.opus>
[10/16/25, 09:52:11] Хабиб Вентиляция : Ва алайкум ассалам
[10/16/25, 09:57:19] Хабиб Вентиляция : Наверное забыли
[10/16/25, 09:57:42] Хабиб Вентиляция : Мы вывозим собой
[10/16/25, 10:01:12] Хабиб Вентиляция : На счёт котельной вопросы были?
[10/16/25, 10:01:33] investklimat: Нет
[10/16/25, 11:25:35] Хабиб Вентиляция : Плитку будут ставить?
[10/16/25, 11:26:57] investklimat: Спрошу у кафельщика сейчас
[10/16/25, 11:51:05] investklimat: Тишина, никто не отвечает.
[10/16/25, 12:04:45] investklimat: Сейчас ответил Даниял
[10/16/25, 12:05:12] investklimat: Сегодня будут кафель там класть
[10/17/25, 19:41:13] Хабиб Вентиляция : Ассаламу алайкум
[10/17/25, 19:41:32] Хабиб Вентиляция : Завтра что делать?
‎[10/17/25, 19:59:37] investklimat: ‎<прикреплено: 00011377-AUDIO-2025-10-17-19-59-37.opus>
[10/17/25, 20:01:28] Хабиб Вентиляция : Хорошо брат
[10/17/25, 20:01:37] Хабиб Вентиляция : Если что позвони
[10/17/25, 20:02:42] Хабиб Вентиляция : Приеду
[10/17/25, 20:03:05] Хабиб Вентиляция : Просто на ура ехать смыла нет мне туда
[10/17/25, 20:03:12] investklimat: Да
[10/17/25, 20:04:30] Хабиб Вентиляция : 40км туда 40 обратно
‎[10/17/25, 20:04:42] Хабиб Вентиляция : ‎изображение отсутствует
‎[10/17/25, 20:06:00] investklimat: ‎<прикреплено: 00011385-AUDIO-2025-10-17-20-06-00.opus>
[10/17/25, 20:06:34] Хабиб Вентиляция : Ехать проблем нет
[10/17/25, 20:06:49] Хабиб Вентиляция : Просто зря ехать и стоят там
[10/17/25, 20:07:56] Хабиб Вентиляция : Да
[10/17/25, 20:08:03] Хабиб Вентиляция : Пусть поднимут брат
[10/17/25, 20:08:13] Хабиб Вентиляция : Там уже леса соберём
‎[10/17/25, 20:10:06] investklimat: ‎<прикреплено: 00011391-AUDIO-2025-10-17-20-10-05.opus>
[10/17/25, 20:13:23] Хабиб Вентиляция : Проект же видели они?
‎[10/17/25, 20:14:01] investklimat: ‎<прикреплено: 00011393-AUDIO-2025-10-17-20-14-01.opus>
‎[10/17/25, 20:14:47] Хабиб Вентиляция : ‎<прикреплено: 00011394-AUDIO-2025-10-17-20-14-47.opus>
‎[10/17/25, 20:15:40] Хабиб Вентиляция : ‎<прикреплено: 00011395-AUDIO-2025-10-17-20-15-40.opus>
[10/17/25, 20:23:05] Хабиб Вентиляция : По доп работам что решили?
[10/17/25, 20:23:12] Хабиб Вентиляция : Напарник что ответил
‎[10/17/25, 20:30:20] investklimat: ‎<прикреплено: 00011398-AUDIO-2025-10-17-20-30-20.opus>
‎[10/17/25, 20:40:14] Хабиб Вентиляция : ‎<прикреплено: 00011399-AUDIO-2025-10-17-20-40-14.opus>
[10/17/25, 20:43:30] Хабиб Вентиляция : Если какие то вопросы по оплате к тебе будут
[10/17/25, 20:43:55] Хабиб Вентиляция : Скажи Хабиб отвечает за это и все .
[10/18/25, 14:19:32] Хабиб Вентиляция : Ассаламу алайкум
[10/18/25, 14:19:35] Хабиб Вентиляция : Как дела
[10/18/25, 14:19:38] Хабиб Вентиляция : ?
[10/18/25, 14:19:44] Хабиб Вентиляция : Какие новости?
[10/18/25, 14:48:36] investklimat: Ваалейкум Ассалам
[10/18/25, 14:51:19] investklimat: Ещё не был там.
[10/18/25, 14:51:44] investklimat: Утром скорее всего завтра, сегодня уже не успею
‎[10/18/25, 14:53:15] Хабиб Вентиляция : ‎<прикреплено: 00011409-AUDIO-2025-10-18-14-53-15.opus>
[10/18/25, 14:59:47] investklimat: Утром я поеду завтра, часов в 9 там буду. Посмотрю как там дела и позвоню тебе. Сегодня тесть попросил ему помочь поэтому пришлось перенести.
‎[10/19/25, 10:52:08] Хабиб Вентиляция : ‎<прикреплено: 00011413-AUDIO-2025-10-19-10-52-08.opus>
‎[10/19/25, 10:54:02] investklimat: ‎<прикреплено: 00011414-AUDIO-2025-10-19-10-54-02.opus>
‎[10/19/25, 10:56:08] Хабиб Вентиляция : ‎<прикреплено: 00011415-AUDIO-2025-10-19-10-56-08.opus>
‎[10/19/25, 11:15:52] investklimat: ‎<прикреплено: 00011416-AUDIO-2025-10-19-11-15-52.opus>
‎[10/19/25, 11:47:26] Хабиб Вентиляция : ‎<прикреплено: 00011417-AUDIO-2025-10-19-11-47-26.opus>
[10/19/25, 12:56:30] Хабиб Вентиляция : 500на300 демонтаж монтаж подключение сколько можно сказать?
[10/19/25, 13:20:34] investklimat: Тысяч 7-8
[10/19/25, 15:52:19] Хабиб Вентиляция : Одна фаза слабо тянет
[10/19/25, 15:52:30] Хабиб Вентиляция : Из за чего может быть
[10/19/25, 16:13:22] investklimat: Обмотка сгорела может
‎[10/20/25, 14:12:43] Хабиб Вентиляция : ‎<прикреплено: 00011423-AUDIO-2025-10-20-14-12-43.opus>
[10/20/25, 14:58:47] investklimat: Ваалейкум Ассалам
[10/20/25, 14:59:24] investklimat: 600х350 делал
[10/20/25, 14:59:29] investklimat: 15 тыс
‎[10/20/25, 15:28:18] Хабиб Вентиляция : ‎изображение отсутствует
‎[10/20/25, 15:28:19] Хабиб Вентиляция : ‎<прикреплено: 00011428-PHOTO-2025-10-20-15-28-19.jpg>
[10/20/25, 15:28:26] Хабиб Вентиляция : Между ними какая разница?
[10/20/25, 15:39:15] investklimat: Этот чуть мощнее
‎[10/20/25, 15:40:42] investklimat: ‎<прикреплено: 00011431-AUDIO-2025-10-20-15-40-42.opus>
‎[10/20/25, 16:05:17] Хабиб Вентиляция : ‎<прикреплено: 00011432-AUDIO-2025-10-20-16-05-17.opus>
‎[10/20/25, 16:36:56] investklimat: ‎<прикреплено: 00011433-AUDIO-2025-10-20-16-36-56.opus>
‎[10/20/25, 16:45:55] Хабиб Вентиляция : ‎<прикреплено: 00011434-AUDIO-2025-10-20-16-45-55.opus>
‎[10/20/25, 16:55:54] investklimat: ‎<прикреплено: 00011435-AUDIO-2025-10-20-16-55-53.opus>
‎[10/20/25, 16:57:29] investklimat: ‎<прикреплено: 00011436-AUDIO-2025-10-20-16-57-29.opus>
[10/22/25, 12:20:04] Хабиб Вентиляция : Ассаламу алайкум брат
[10/22/25, 12:20:05] Хабиб Вентиляция : Как дела?
[10/22/25, 12:20:49] investklimat: Ваалейкум Ассалам
[10/22/25, 12:20:57] Хабиб Вентиляция : Есть какие нибудь новости с объекта
[10/22/25, 12:21:05] investklimat: Так же все
‎[10/22/25, 12:22:29] investklimat: ‎<прикреплено: 00011442-AUDIO-2025-10-22-12-22-29.opus>
[10/22/25, 12:41:45] Хабиб Вентиляция : Голосовой не грузит
[10/22/25, 12:42:35] Хабиб Вентиляция : Интернет слабый
[10/22/25, 12:46:24] investklimat: Пока тишина
‎[10/23/25, 19:42:15] Хабиб Вентиляция : ‎<прикреплено: 00011446-AUDIO-2025-10-23-19-42-15.opus>
‎[10/23/25, 20:43:07] investklimat: ‎<прикреплено: 00011447-AUDIO-2025-10-23-20-43-07.opus>
[10/23/25, 20:45:06] Хабиб Вентиляция : ‎Данное сообщение удалено.
[10/25/25, 09:30:48] investklimat: Ассалам алейкум. Хабиб, там у вас есть что-нибудь?
[10/25/25, 10:18:48] Хабиб Вентиляция : Ва алайкум ассалам
[10/25/25, 10:18:51] Хабиб Вентиляция : Нет
‎[10/25/25, 10:29:54] investklimat: ‎<прикреплено: 00011453-VIDEO-2025-10-25-10-29-54.mp4>
‎[10/25/25, 10:30:59] investklimat: ‎<прикреплено: 00011454-AUDIO-2025-10-25-10-30-59.opus>
‎[10/25/25, 10:32:11] investklimat: ‎<прикреплено: 00011455-VIDEO-2025-10-25-10-32-10.mp4>
[10/25/25, 10:35:42] Хабиб Вентиляция : Хорошо брат
[10/25/25, 10:36:13] Хабиб Вентиляция : Я пока дома с детьми
[10/25/25, 10:36:26] Хабиб Вентиляция : К тёте отвезу
[10/25/25, 10:36:29] Хабиб Вентиляция : Заеду
[10/25/25, 10:36:50] Хабиб Вентиляция : Жена в больнице
[10/25/25, 10:37:02] investklimat: Понял, брат.
[10/25/25, 10:47:01] Хабиб Вентиляция : Сам не сможет он
‎[10/25/25, 10:48:18] investklimat: ‎<прикреплено: 00011463-AUDIO-2025-10-25-10-48-17.opus>
[10/25/25, 11:39:55] Хабиб Вентиляция : Чуть беготня у меня брат
[10/25/25, 11:40:02] Хабиб Вентиляция : Пацан родился
[10/25/25, 11:53:54] investklimat: Поздравляю, брат!!!
[10/25/25, 11:55:48] Хабиб Вентиляция : От души брат
[10/25/25, 12:08:55] Хабиб Вентиляция : Чуть деньги хотел по просить
[10/25/25, 12:17:55] investklimat: Я на мели, брат.
[10/26/25, 18:51:49] Хабиб Вентиляция : Ассаламу алайкум
[10/26/25, 18:52:00] Хабиб Вентиляция : Есть какие нибудь новости?
[10/26/25, 19:19:15] investklimat: Ваалейкум Ассалам. Нет, молчат все. Завтра заеду туда, на разведку.
[10/31/25, 17:06:31] Хабиб Вентиляция : Ассаламу алайкум
[10/31/25, 17:06:37] Хабиб Вентиляция : Как дела?
‎[10/31/25, 17:54:51] investklimat: ‎<прикреплено: 00011475-AUDIO-2025-10-31-17-54-50.opus>
‎[10/31/25, 18:01:46] Хабиб Вентиляция : ‎<прикреплено: 00011476-AUDIO-2025-10-31-18-01-46.opus>
‎[10/31/25, 18:03:14] Хабиб Вентиляция : ‎<прикреплено: 00011477-AUDIO-2025-10-31-18-03-14.opus>
‎[10/31/25, 18:05:35] investklimat: ‎<прикреплено: 00011478-AUDIO-2025-10-31-18-05-35.opus>
[10/31/25, 18:06:12] Хабиб Вентиляция : Радик
‎[10/31/25, 18:06:27] investklimat: ‎<прикреплено: 00011480-AUDIO-2025-10-31-18-06-27.opus>
[10/31/25, 18:06:45] Хабиб Вентиляция : Амирали нету такого станка
[10/31/25, 18:06:50] Хабиб Вентиляция : Перепутал
‎[10/31/25, 18:10:48] Хабиб Вентиляция : ‎<прикреплено: 00011483-AUDIO-2025-10-31-18-10-48.opus>
[10/31/25, 19:05:20] Хабиб Вентиляция : Не узнал брат?
[10/31/25, 19:05:31] investklimat: Моличт
[10/31/25, 19:05:39] investklimat: Молчит
‎[10/31/25, 19:10:53] investklimat: ‎аудиофайл отсутствует
